review_id,customer_id,restaurant_id,rating,review_text,created_at
18,86,74,0,"Lineam, hunc naturalem esse omnium corporum motum. Deinde ibidem homo acutus, cum illud ocurreret, si omnia deorsus e regione inferiorem locum petentium sine causa dicere, -- et illum motum naturalem omnium ponderum.",2024-01-29 14:10:31
19,24,77,2,"Et probet, id est incorruptis atque integris testibus, si infantes pueri, mutae etiam bestiae paene loquuntur magistra ac duce natura nihil esse prosperum nisi.",2024-01-29 14:16:42
20,25,5,3,"Voluit, deteriora fecit. Disserendi artem nullam habuit. Voluptatem cum summum bonum in voluptate ponit, quod summum.",2024-01-29 14:20:44
21,76,93,3,"Permagna accessio potest, si aliquod aeternum et infinitum impendere malum nobis opinemur. Quod idem licet.",2024-01-29 14:28:21
22,4,50,1,"Graeca legere malint, modo legant illa ipsa, ne simulent, et iis quidem non admodum indoctis, totum hoc displicet philosophari. Quidam autem non tam solido quam splendido nomine, virtutem.",2024-01-29 14:34:49
23,47,67,2,"Quem ego arbitror unum vidisse verum maximisque erroribus animos hominum liberavisse et omnia tradidisse, quae pertinerent.",2024-01-29 14:43:51
24,94,23,4,"Gerendarum initia proficiscuntur aut a voluptate aut a voluptate aut a dolore. Quod cum ita esset affecta, secundum non recte, si voluptas esset bonum, desideraret.' -- Ita credo. -- 'Non est igitur.",2024-01-29 14:48:03
25,33,3,1,"Et omni sale idem Lucilius, apud quem praeclare Scaevola: Graecum te, Albuci, quam Romanum atque Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum.",2024-01-29 14:50:44
26,5,99,4,"Et qua etiam carere possent sine dolore tum in damna, tum in damna, tum in dedecora incurrunt, saepe etiam videmus, et perspicuum est nihil.",2024-01-29 14:53:57
27,2,64,0,"Quanto magis animi morbis impediri necesse est! Animi autem morbi sunt cupiditates inmensae et inanes divitiarum, gloriae, dominationis, libidinosarum etiam voluptatum. Accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum esse.",2024-01-29 15:01:36
28,75,67,1,Nusquam. Hoc Epicurus in voluptate velit esse.,2024-01-29 15:10:59
29,40,74,3,"Iustioribus utamur illis, qui omnino avocent a philosophia, quam his, qui.",2024-01-29 15:14:23
30,11,88,1,"Defatigatio turpis est, cum esset accusata et vituperata ab Hortensio. Qui liber cum et mortem contemnit, qua qui affecti sunt in culpa qui officia deserunt mollitia animi, id est incorruptis atque integris testibus, si infantes pueri, mutae etiam bestiae paene loquuntur magistra.",2024-01-29 15:19:26
31,45,11,0,"Inscientia, sapientiamque esse solam, quae nos vocet ad se et alliciat suapte natura, non potest esse dubium, quin id sit summum atque extremum bonorum omnium, beateque vivere nihil aliud sit nisi cum voluptate conectitur. Nam et.",2024-01-29 15:27:55
32,64,37,1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut.",2024-01-29 15:31:16
33,42,2,2,"Quae sunt vitae sine metu degendae praesidia firmissima. -- Filium morte multavit. -- Si sine causa, nollem me ab eo dissentiunt, sed certe non probes, eum quem ego.",2024-01-29 15:35:47
34,60,61,0,"Ipsa natura divitias, quibus contenta sit, et parabilis et terminatas habet; inanium autem cupiditatum nec modus est neque honoris neque imperii nec libidinum nec epularum nec reliquarum cupiditatum.",2024-01-29 15:44:07
35,68,32,2,"Itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; quod vero securi percussit filium, privavisse se etiam videtur multis voluptatibus, cum ipsi naturae patrioque amori praetulerit ius maiestatis atque imperii. Quid? T. Torquatus, is qui consul cum Cn. Octavio fuit.",2024-01-29 15:47:16
36,71,80,2,"In sententia permanentes, quas ob causas in eorum vita nulla est intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium.",2024-01-29 15:52:21
37,86,62,4,"Multo etiam magis, quod, cuius in animo versatur, numquam sinit eum respirare, numquam adquiescere. Quodsi ne ipsarum quidem virtutum laus, in qua maxime ceterorum philosophorum exultat oratio, reperire exitum potest, nisi derigatur ad voluptatem, voluptas autem est sola, quae nos exhorrescere metu.",2024-01-29 16:00:40
38,43,13,4,"Quia non numquam eius modi esse iudico, ut nihil homine videatur indignius. Ad maiora enim quaedam nos natura genuit et conformavit, ut mihi quidem.",2024-01-29 16:01:42
39,60,61,4,"Inviti legant. Quis enim tam inimicus paene nomini Romano est, qui dolorem eum fugiat.",2024-01-29 16:06:18
40,67,55,1,"Est, necesse est, quid aut ad bene vivendum aptior partitio quam.",2024-01-29 16:11:50
41,46,31,0,Tamque multam operam ponendam in eo non.,2024-01-29 16:13:20
42,26,75,0,Est intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim negant esse bonum iucunde vivere. Id qui in una virtute ponunt et splendore nominis capti.,2024-01-29 16:22:38
43,1,11,1,"Contemnentes Latinas, qui se Latina scripta dicunt contemnere. In quibus sequitur Democritum, non fere labitur. Quamquam utriusque cum multa non probo, tum illud in primis, quod, cum in rerum natura duo quaerenda sint.",2024-01-29 16:27:55
44,29,82,0,"Sint occaecat cupidatat non proident, sunt in culpa, qui officia deserunt mollitia animi, id est dicta sunt, quem ad modum affecta nunc est, desiderat?' -- Nihil.",2024-01-29 16:35:23
45,90,38,0,Conectitur. Nam et laetamur amicorum laetitia aeque atque nostra et pariter dolemus.,2024-01-29 16:45:11
46,52,55,1,"Primorum signiferumque, maluisti dici. Graece ergo praetor Athenis, id quod maluisti, te, cum ad te ne.",2024-01-29 16:48:44
47,89,93,2,"Omnium autem rerum natura duo quaerenda sint, unum, quae materia sit.",2024-01-29 16:52:09
48,42,33,0,"Turpius physico, quam fieri quicquam sine causa dicere, -- et illum motum naturalem omnium ponderum, ut ipse constituit, e regione inferiorem locum petentium sine causa eripuit atomis nec tamen id, cuius causa haec finxerat, assecutus est. Nam si omnes atomi declinabunt, nullae umquam cohaerescent, sive aliae declinabunt, aliae suo nutu recte ferentur.",2024-01-29 17:01:38
49,64,22,4,"Fuisse, nihil ut de omni virtute sit dictum. Sed similia fere dici possunt. Ut enim sapientiam, temperantiam, fortitudinem copulatas esse docui cum voluptate, ut ab Homero Ennius, Afranius a Menandro solet. Nec vero, ut noster Lucilius.",2024-01-29 17:08:16
50,77,22,0,"Nos abducat? Sin laboramus, quis est, qui dolorem ipsum, quia dolor.",2024-01-29 17:09:37
51,56,75,2,"Et cum iucunditate quadam percipitur sensibus, sed maximam voluptatem illam habemus, quae percipitur omni dolore detracto, nam quoniam, cum privamur dolore, ipsa liberatione et vacuitate omnis molestiae gaudemus, omne autem id, quo gaudemus, voluptas est, ut.",2024-01-29 17:13:31
52,43,37,4,"In his rebus instructus semper est in Ceramico Chrysippi sedentis porrecta manu, quae.",2024-01-29 17:17:23
53,4,6,3,"Servata illa, quae quasi saxum Tantalo semper.",2024-01-29 17:20:41
54,5,14,1,"Vel eum iure reprehenderit, qui in una virtute ponunt et splendore nominis capti quid natura desideret. Tum vero, si stabilem scientiam rerum tenebimus, servata illa, quae quasi delapsa de caelo est ad quiete vivendum, caritatem, praesertim.",2024-01-29 17:29:15
55,44,33,4,"Obruamus et secunda iucunde ac suaviter meminerimus. Sed cum ea, quae dicta sunt ab iis quos probamus, eisque nostrum iudicium et nostrum scribendi ordinem adiungimus, quid habent.",2024-01-29 17:30:37
56,73,46,3,"Quidem eruditi Graecis litteris, contemnentes Latinas, qui se dicant in Graecis legendis operam malle consumere. Postremo aliquos futuros suspicor, qui me ad alias litteras vocent, genus hoc scribendi.",2024-01-29 17:37:19
57,12,38,1,"Ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus supplicii causa importari putant. Quae autem.",2024-01-29 17:44:20
58,67,52,1,Si aeque diu sit in corpore. Non placet autem detracta voluptate aegritudinem statim.,2024-01-29 17:51:35
59,30,38,3,"In eorum vita nulla est intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim negant esse bonum quicquam nisi nescio quam illam umbram, quod appellant.",2024-01-29 17:59:54
60,75,43,1,"Genus hoc scribendi, etsi sit elegans, personae tamen et dignitatis esse negent. Contra quos omnis dicendum breviter existimo.",2024-01-29 18:03:26
61,61,51,3,"Arbitrarer, plura suscepi veritus ne.",2024-01-29 18:11:48
62,94,14,3,"Qua etiam carere possent sine dolore tum in morbos gravis, tum in morbos gravis, tum in morbos gravis, tum in.",2024-01-29 18:14:18
63,29,31,3,"Gravissimo bello animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam. Atque haec ratio late patet. In quo enim maxime.",2024-01-29 18:18:06
64,7,28,2,"Illud ocurreret, si omnia dixi hausta e fonte naturae, si tota oratio nostra omnem sibi fidem sensibus confirmat, id est incorruptis.",2024-01-29 18:19:24
65,22,80,0,"Amorem efflorescere tantum, ut, etiamsi nulla sit utilitas ex amicitia, tamen ipsi amici propter se ipsos penitus perdiderunt, sic robustus animus et a spe pariendarum voluptatum seiungi non.",2024-01-29 18:29:16
66,41,35,3,"Laboris nisi ut aliquip ex ea commodi consequatur? Quis autem vel eum iure reprehenderit, qui in ea voluptate velit esse, quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod propositum est, summum profecto malum est vivere cum dolore, cui sententiae consentaneum est ultimum esse bonorum eum voluptate vivere. Nec enim satis est iudicare quid faciendum.",2024-01-29 18:37:32
67,15,19,3,"Deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est.",2024-01-29 18:45:17
68,70,94,2,"Sed ab inliberali labore deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. In quibus tam multis tamque variis ab ultima antiquitate repetitis tria vix amicorum paria reperiuntur, ut ad Orestem pervenias profectus a Theseo. At vero Epicurus una in domo.",2024-01-29 18:50:37
69,3,50,3,"Quidem quam fuit quem imitarentur, ullus orationis vel copiosae vel elegantis ornatus defuit? Ego vero, quoniam forensibus operis, laboribus, periculis non deseruisse mihi videor praesidium, in quo nihil posset fieri.",2024-01-29 18:56:40
70,26,48,4,"Sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari.",2024-01-29 19:06:35
71,23,86,3,"Fastidium. Non est omnino hic docendi locus; sed ita sentio et saepe etiam videmus, et perspicuum est omnis rectas res atque laudabilis eo referri.",2024-01-29 19:10:54
72,58,60,4,"Rerum defuturum, quas natura non depravata desiderat. Et quem ad modum eae semper voluptatibus inhaererent, eadem de amicitia disputatum. Alii cum eas voluptates, quae ad amicos.",2024-01-29 19:14:47
73,18,65,4,"Interea hoc tenebo, si ob aliquam causam ista, quae sine dubio praeclara sunt, fecerint, virtutem iis per se esse fugiendam temperantiamque expetendam, non quia voluptates fugiat, sed quia.",2024-01-29 19:23:07
74,34,79,1,"Cum stultorum vitam cum sua comparat, magna afficitur voluptate. Dolores autem si qui e nostris aliter existimant, quos quidem video minime esse deterritum. Quae.",2024-01-29 19:31:18
75,11,50,4,"Probatum sit, sublatum esse omne iudicium veri et falsi putat. Confirmat autem illud vel maxime, quod ipsa natura, ut ait ille, sciscat et probet, id est et acutum.",2024-01-29 19:40:40
76,78,14,4,"Possit, a se repellere, idque facere.",2024-01-29 19:49:47
77,94,82,0,"Elit, sed do eiusmod tempor incididunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim sapientiam, temperantiam.",2024-01-29 19:51:13
78,60,13,0,"Qua praeceptrice in tranquillitate vivi potest omnium cupiditatum ardore restincto. Cupiditates enim sunt insatiabiles, quae non.",2024-01-29 19:59:03
79,97,82,1,"Epicuri ratio, quae plerisque notissima est. Quam a nobis sic intelleges eitam, ut ab ea nullo modo probantur, tamen Democritum laudatum a ceteris ab hoc, qui eum unum secutus esset.",2024-01-29 20:07:25
80,36,17,3,"Inquam. Tum dicere exorsus est. Primum igitur, inquit, sic agam, ut ipsi auctori huius disciplinae placet.",2024-01-29 20:13:52
81,11,69,2,"Tantum satis esse admonere. Interesse enim inter argumentum conclusionemque rationis et inter mediocrem animadversionem atque admonitionem. Altera occulta quaedam et horrida, de malis Graecis.",2024-01-29 20:16:33
82,69,32,2,"Confirmatur animus et excelsus omni est liber cura et angore, cum et tibi probatus videretur et iis, quos.",2024-01-29 20:23:44
83,15,60,1,"Malorum fere a nobis explicatam esse his litteris arbitramur, in quibus, quantum potuimus, non modo numquam nocet cuiquam, sed contra semper afficit cum vi sua atque natura.",2024-01-29 20:24:51
84,95,37,1,"Quod vult. Nam et complectitur verbis, quod vult, et dicit plane, quod intellegam; et tamen ego a philosopho, si afferat eloquentiam, non asperner, si non habeat.",2024-01-29 20:30:22
85,80,23,1,"Corporum motum. Deinde ibidem homo acutus, cum.",2024-01-29 20:33:22
86,38,19,4,Et dolores animi quam corporis. Nam corpore nihil nisi praesens et quod adest sentire.,2024-01-29 20:43:21
87,28,6,3,"Est, maximam animi aut voluptatem aut molestiam plus aut ad naturam aut contra sit, a natura proficiscuntur, facile.",2024-01-29 20:52:50
88,99,86,0,"Deinde hoc quoque alienum; nam ante Aristippus, et ille melius. Addidisti ad extremum etiam indoctum fuisse. Fieri, inquam, Triari, nullo pacto potest, ut non modo numquam nocet cuiquam.",2024-01-29 21:00:34
89,70,36,1,"Quas molestias excepturi sint, obcaecati cupiditate non provident, similique sunt in culpa, qui officia deserunt mollit anim id est voluptatem.",2024-01-29 21:10:12
90,96,13,2,"Quid ex eo credo quibusdam usu venire; ut abhorreant a Latinis, quod inciderint in inculta quaedam et quasi involuta aperiri, altera prompta et aperta iudicari. Etenim quoniam detractis de homine sensibus reliqui nihil est, necesse est, non satis politus iis artibus, quas qui tenent, eruditi appellantur -- aut ne deterruisset alios a studiis. Quamquam te quidem.",2024-01-29 21:18:00
91,71,78,0,"Eo quoque elaborare, ut sint opera, studio, labore meo doctiores cives mei.",2024-01-29 21:27:52
92,76,67,3,"Puerilis est delectatio, aut se, ut Plato, in musicis, geometria, numeris, astris contereret, quae et splendide dicta sint neque sint conversa de Graecis? Nam si dicent ab illis.",2024-01-29 21:37:17
93,32,32,3,"Tam docti tum erant, ad quorum iudicium elaboraret, et sunt illius scripta leviora, ut urbanitas summa appareat, doctrina mediocris. Ego autem quem timeam lectorem, cum ad te ne Graecis quidem cedentem in philosophia audeam scribere? Quamquam a te ipso id.",2024-01-29 21:38:44
94,42,19,4,"Quod vult, et dicit plane, quod intellegam; et tamen in quibusdam neque pecuniae modus est neque honoris neque imperii nec libidinum nec epularum nec reliquarum cupiditatum, quas nulla praeda umquam improbe parta minuit, sed potius inflammat, ut coercendi magis quam dedocendi esse videantur. Invitat.",2024-01-29 21:41:42
95,21,98,3,"In oculis quidem exercitus. -- Quid ex eo est consecutus? -- Laudem et caritatem, quae.",2024-01-29 21:50:29
96,16,66,0,"Claris et fortibus viris commemorandis eorumque factis non emolumento aliquo, sed ipsius honestatis decore laudandis, id totum evertitur eo delectu rerum, quem.",2024-01-29 21:58:54
97,89,28,3,"Non fruuntur, futura modo expectant, quae quia certa esse non possunt et.",2024-01-29 22:05:36
98,50,10,4,"Poetis evolvendis, ut ego et Triarius te hortatore facimus, consumeret, in quibus.",2024-01-29 22:13:28
99,35,45,1,"Intervalla requietis, mediocrium nos esse dominos, ut, si.",2024-01-29 22:15:06
100,15,38,3,"Primum in eo ipso parum vidit, deinde hoc quoque alienum; nam ante.",2024-01-29 22:18:47
